o	n	s	s	n	s	n	n	n	n	n	n	s
60030287	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	16-7战斗失败
60030287	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	16-7队长展示2
60030289	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	17-1开场角色展示
60030396	1	aside_1	func	BossShow;boss=31001080;anim_id=66	0	0	0	0	0	0	0	17-1BOSS展示
60030396	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	17-1BOSS展示名字和描述
60030396	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	17-1BOSS展示结束
60030291	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	17-1BOSS死亡慢动作
60030291	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	17-1队长展示
60030291	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-1队长展示2
60030290	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	17-1战斗失败
60030290	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-1队长展示2
60030292	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	17-2开场角色展示
60030292	0	aside_1	talk	gs_screenplay.str185	0	0	0	0	0	0	0	17-2旁白：金木来到奎库利亚关押危险喰种的地方……
60021068	2	aside_1	talk	gs_screenplay.str128	assetbundles/prefabs/ui/image/icon/drama_dh/hu_dh.assetbundle	81300291	0	0	0	0	0	17-2神代叉荣：为什么你身上有利世的味道？
60030294	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	17-2BOSS死亡慢动作
60030294	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	17-2队长展示
60030294	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-2队长展示2
60030293	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	17-2战斗失败
60030293	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-2队长展示2
60030295	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	17-3开场角色展示
60030297	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	17-3队长展示
60030297	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-3队长展示2
60030296	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	17-3战斗失败
60030296	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-3队长展示2
60030298	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	17-4开场角色展示
60030397	1	aside_1	func	BossShow;boss=31001110;anim_id=32	0	0	0	0	0	0	0	17-4BOSS展示
60030397	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	17-4BOSS展示名字和描述
60030397	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	17-4BOSS展示结束
60030300	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	17-4BOSS死亡慢动作
60030300	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	17-4队长展示
60030300	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-4队长展示2
60030299	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	17-4战斗失败
60030299	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-4队长展示2
60021069	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	17-5开场角色展示
60021069	2	aside_1	talk	gs_screenplay.str129	assetbundles/prefabs/ui/image/icon/drama_dh/xiaoyuanxinji_dh.assetbundle	81300230	0	0	0	0	0	17-5篠原幸纪：好快，而且还有可怕的赫子，这喰种虽然并不完全…难道是，赫者？
60030398	1	aside_1	func	BossShow;boss=31001120;anim_id=284	0	0	0	0	0	0	0	17-5BOSS展示
60030398	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	17-5BOSS展示名字和描述
60030398	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	17-5BOSS展示结束
60030302	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	17-5BOSS死亡慢动作
60030302	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	17-5队长展示
60030302	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-5队长展示2
60030301	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	17-5战斗失败
60030301	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-5队长展示2
60030303	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	17-6开场角色展示
60030305	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	17-6BOSS死亡慢动作
60030305	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	17-6队长展示
60030305	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-6队长展示2
60030304	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	17-6战斗失败
60030304	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-6队长展示2
60030306	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	17-7开场角色展示
60030309	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	17-7BOSS死亡慢动作
60030309	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	17-7队长展示
60030309	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-7队长展示2
60030308	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	17-7战斗失败
60030308	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	17-7队长展示2
60030310	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	18-1开场角色展示
60030399	1	aside_1	func	BossShow;boss=31001150;anim_id=659	0	0	0	0	0	0	0	18-1BOSS展示
60030399	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	18-1BOSS展示名字和描述
60030399	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	18-1BOSS展示结束
60030312	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	18-1BOSS死亡慢动作
60030312	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	18-1队长展示
60030312	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-1队长展示2
60030311	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	18-1战斗失败
60030311	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-1队长展示2
60030313	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	18-2开场角色展示
60030400	1	aside_1	func	BossShow;boss=31001160;anim_id=659	0	0	0	0	0	0	0	18-2BOSS展示
60030400	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	18-2BOSS展示名字和描述
60030400	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	18-2BOSS展示结束
60030315	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	18-2BOSS死亡慢动作
60030315	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	18-2队长展示
60030315	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-2队长展示2
60030314	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	18-2战斗失败
60030314	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-2队长展示2
60030316	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	18-3开场角色展示
60030318	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	18-3队长展示
60030318	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-3队长展示2
60030317	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	18-3战斗失败
60030317	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-3队长展示2
60030319	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	18-4开场角色展示
60030319	0	aside_2	talk	gs_screenplay.str186	0	0	0	0	0	0	0	18-4旁白：对付喰种的CRc瓦斯充满奎库利亚，青桐树成员迅速撤离，陷入疯狂的金木此时却扑在倒地的篠原身上，一口口吃掉他的试作型昆克【新】！亚门钢太郎正好看到了这一幕……
60030319	2	aside_1	talk	gs_screenplay.str131	assetbundles/prefabs/ui/image/icon/drama_dh/yamengangtailang_dh.assetbundle	81300133	0	0	0	0	0	18-4亚门钢太朗：眼罩！你这家伙，为什么那时没有杀我？那都是假的吗？
60021071	1	aside_1	func	BossShow;boss=31001180;anim_id=48	0	0	0	0	0	0	0	18-4BOSS展示
60021071	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	18-4BOSS展示名字和描述
60021071	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	18-4BOSS展示结束
60030321	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	18-4BOSS死亡慢动作
60030321	0	aside_1	talk	gs_screenplay.str188	0	0	0	0	0	0	0	18-4旁白：金木的赫子一条一条地被亚门斩断……突然，亚门停止了手中的动作，强大的枭突然出现从他手中救下金木。
60030321	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	18-4队长展示
60030321	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-4队长展示2
60030320	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	18-4战斗失败
60030320	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-4队长展示2
60030324	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	18-5BOSS死亡慢动作
60030324	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	18-5队长展示
60030324	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-5队长展示2
60030323	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	18-5战斗失败
60030323	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-5队长展示2
60030325	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	18-6开场角色展示
60030401	1	aside_1	func	BossShow;boss=31001200;anim_id=192	0	0	0	0	0	0	0	18-6BOSS展示
60030401	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	18-6BOSS展示名字和描述
60030401	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	18-6BOSS展示结束
60030327	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	18-6BOSS死亡慢动作
60030327	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	18-6队长展示
60030327	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-6队长展示2
60030326	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	18-6战斗失败
60030326	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-6队长展示2
60030328	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	18-7开场角色展示
60030331	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	18-7BOSS死亡慢动作
60030331	1	aside_1	talk	gs_screenplay.str190	0	0	0	0	0	0	0	18-7旁白：自从那天芳村在店里接待了筱原幸纪之后，咖啡店周围的搜查官就多了起来，新的枭讨伐计划正在酝酿之中……不久之后，20区被列为特别警戒区。
60030331	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	18-7队长展示
60030331	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-7队长展示2
60030330	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	18-7战斗失败
60030330	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	18-7队长展示2
60021072	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	19-1开场角色展示
60021072	1	aside_1	talk	gs_screenplay.str132	assetbundles/prefabs/ui/image/icon/drama_dh/moyuan_dh.assetbundle	81300243	0	0	0	0	0	19-1魔猿：欢迎光临！
60021072	0	aside_2	talk	gs_screenplay.str133	0	81300173	0	0	0	0	0	19-1搜查官甲：不要惊慌，对手不过两个
60021072	1	aside_3	talk	gs_screenplay.str134	assetbundles/prefabs/ui/image/icon/drama_dh/heigou_dh.assetbundle	81300248	0	0	0	0	0	19-1黑狗：不过两个？
60030333	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	19-1BOSS死亡慢动作
60030333	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	19-1队长展示
60030333	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-1队长展示2
60030332	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	19-1战斗失败
60030332	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-1队长展示2
60030334	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	19-2开场角色展示
60030336	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	19-2BOSS死亡慢动作
60030336	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	19-2队长展示
60030336	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-2队长展示2
60030335	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	19-2战斗失败
60030335	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-2队长展示2
60030337	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	19-3开场角色展示
60030339	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	19-3BOSS死亡慢动作
60030339	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	19-3队长展示
60030339	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-3队长展示2
60030338	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	19-3战斗失败
60030338	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-3队长展示2
60030340	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	19-4开场角色展示
60030340	0	aside_1	talk	gs_screenplay.str1012	0	0	0	0	0	0	0	19-4旁白：得知CCG已包围安定区，金木立即赶过去想要帮忙……
60021073	2	aside_2	talk	gs_screenplay.str135	assetbundles/prefabs/ui/image/icon/drama_dh/yueshanxi_dh.assetbundle	81300278	0	0	0	0	0	19-4月山习：不会让你去的！
60021073	1	aside_1	talk	gs_screenplay.str136	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh10.assetbundle	81300043	0	0	0	0	0	19-4金木研：我知道很危险
60021073	2	aside_2	talk	gs_screenplay.str137	assetbundles/prefabs/ui/image/icon/drama_dh/yueshanxi_dh.assetbundle	81300276	0	0	0	0	0	19-4月山习：既然如此…你就在这里死吧！
60021073	1	aside_1	func	BossShow;boss=31001250;anim_id=69	0	0	0	0	0	0	0	19-4BOSS展示
60021073	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	19-4BOSS展示名字和描述
60021073	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	19-4BOSS展示结束
60021074	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	19-4BOSS死亡慢动作
60021074	1	aside_1	talk	gs_screenplay.str138	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh10.assetbundle	81300044	0	0	0	0	0	19-4金木研：月山先生，抱歉！
60021074	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	19-4队长展示
60021074	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-4队长展示2
60030341	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	19-4战斗失败
60030341	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-4队长展示2
60030342	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	19-5开场角色展示
60030403	1	aside_1	func	BossShow;boss=31001260;anim_id=597	0	0	0	0	0	0	0	19-5BOSS展示
60030403	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	19-5BOSS展示名字和描述
60030403	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	19-5BOSS展示结束
60030344	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	19-5BOSS死亡慢动作
60030344	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	19-5队长展示
60030344	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-5队长展示2
60030343	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	19-5战斗失败
60030343	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-5队长展示2
60030345	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	19-6开场角色展示
60030347	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	19-6BOSS死亡慢动作
60030347	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	19-6队长展示
60030347	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-6队长展示2
60030346	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	19-6战斗失败
60030346	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-6队长展示2
60030348	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	19-7开场角色展示
60021075	1	aside_1	talk	gs_screenplay.str139	assetbundles/prefabs/ui/image/icon/drama_dh/moyuan_dh.assetbundle	81300244	0	0	0	0	0	19-7魔猿：去死吧，特等！
60021075	2	aside_2	talk	gs_screenplay.str140	assetbundles/prefabs/ui/image/icon/drama_dh/tianzhongwanwangyuan_dh.assetbundle	81300254	0	0	0	0	0	19-7田中丸望元：你才是，悄声见阎王吧！
60030350	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	19-7BOSS死亡慢动作
60030350	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	19-7队长展示
60030350	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-7队长展示2
60030349	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	19-7战斗失败
60030349	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	19-7队长展示2
60030351	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	20-1开场角色展示
60030351	0	aside_1	talk	gs_screenplay.str191	0	0	0	0	0	0	0	20-1旁白：钵川小队主动请愿对付喰种集团黑狗，黑狗首领入见被平子丈和钵川堵在巷中……
60030352	1	aside_1	talk	gs_screenplay.str141	assetbundles/prefabs/ui/image/icon/drama_dh/pingzizhang_dh.assetbundle	81300253	0	0	0	0	0	20-1平子丈：好强！那就是SS级！
60030352	1	aside_1	func	BossShow;boss=31001290;anim_id=72	0	0	0	0	0	0	0	20-1BOSS展示
60030352	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	20-1BOSS展示名字和描述
60030352	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	20-1BOSS展示结束
60021076	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	20-1BOSS死亡慢动作
60021076	1	aside_1	talk	gs_screenplay.str142	assetbundles/prefabs/ui/image/icon/drama_dh/heigou_dh.assetbundle	81300249	0	0	0	0	0	20-1黑狗：长了一张村民二号似的脸，刀倒是耍得不错啊！
60021076	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	20-1队长展示
60021076	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-1队长展示2
60030353	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	20-1战斗失败
60030353	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-1队长展示2
60030354	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	20-2开场角色展示
60030404	1	aside_1	func	BossShow;boss=31001300;anim_id=173	0	0	0	0	0	0	0	20-2BOSS展示
60030404	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	20-2BOSS展示名字和描述
60030404	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	20-2BOSS展示结束
60030356	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	20-2BOSS死亡慢动作
60030356	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	20-2队长展示
60030356	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-2队长展示2
60030355	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	20-2战斗失败
60030355	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-2队长展示2
60030357	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	20-3开场角色展示
60030359	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	20-3队长展示
60030359	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-3队长展示2
60030358	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	20-3战斗失败
60030358	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-3队长展示2
60030360	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	20-4开场角色展示
60021077	1	aside_2	talk	gs_screenplay.str143	assetbundles/prefabs/ui/image/icon/drama_dh/heigou_dh.assetbundle	81300250	0	0	0	0	0	20-4黑狗：我在地狱等你！
60021077	2	aside_3	talk	gs_screenplay.str144	assetbundles/prefabs/ui/image/icon/drama_dh/bochuanzhong_dh.assetbundle	81300302	0	0	0	0	0	20-4钵川忠：喰种可没有那个世界
60021077	1	aside_1	talk	gs_screenplay.str145	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh.assetbundle	81300045	0	0	0	0	0	20-4金木研：难道人类就有吗？
60030362	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	20-4BOSS死亡慢动作
60030362	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	20-4队长展示
60030362	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-4队长展示2
60030361	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	20-4战斗失败
60030361	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-4队长展示2
60030365	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	20-5BOSS死亡慢动作
60030365	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	20-5队长展示
60030365	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-5队长展示2
60030364	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	20-5战斗失败
60030364	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-5队长展示2
60030366	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	20-6开场角色展示
60030406	1	aside_1	func	BossShow;boss=31001340;anim_id=707	0	0	0	0	0	0	0	20-6BOSS展示
60030406	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	20-6BOSS展示名字和描述
60030406	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	20-6BOSS展示结束
60030368	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	20-6BOSS死亡慢动作
60030368	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	20-6队长展示
60030368	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-6队长展示2
60030367	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	20-6战斗失败
60030367	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-6队长展示2
60021078	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	20-7开场角色展示
60030371	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	20-7BOSS死亡慢动作
60030371	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	20-7队长展示
60030371	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-7队长展示2
60030370	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	20-7战斗失败
60030370	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	20-7队长展示2
60030372	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	21-1开场角色展示
60030372	0	aside_1	talk	gs_screenplay.str192	0	0	0	0	0	0	0	21-1旁白：作为此次行动指挥官的和修吉时正忙于听取汇报、下达命令，然而枭突然独自出现在他面前……黑磐岩、篠原幸纪等搜查官迅速迎了上去。
60030373	1	aside_1	func	BossShow;boss=31001360;anim_id=284	0	0	0	0	0	0	0	21-1BOSS展示
60030373	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	21-1BOSS展示名字和描述
60030373	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	21-1BOSS展示结束
60030375	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	21-1BOSS死亡慢动作
60030375	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	21-1队长展示
60030375	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	21-1队长展示2
60030374	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	21-1战斗失败
60030374	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	21-1队长展示2
60030376	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	21-2开场角色展示
60030378	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	21-2BOSS死亡慢动作
60030378	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	21-2队长展示
60030378	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	21-2队长展示2
